# prompt_constrained_16_denoised_000times,prompt_constrained_16_denoised_050times,prompt_constrained_16_denoised_100times,prompt_constrained_16_denoised_150times,prompt_constrained_16_denoised_200times,prompt_constrained_16_denoised_250times,prompt_constrained_16_denoised_300times,prompt_constrained_16_denoised_350times,prompt_constrained_32_denoised_000times,prompt_constrained_32_denoised_050times,prompt_constrained_32_denoised_100times,prompt_constrained_32_denoised_150times,prompt_constrained_32_denoised_200times,prompt_constrained_32_denoised_250times,prompt_constrained_32_denoised_300times,prompt_constrained_32_denoised_350times,prompt_constrained_64_denoised_000times,prompt_constrained_64_denoised_050times,prompt_constrained_64_denoised_100times,prompt_constrained_64_denoised_150times,prompt_constrained_64_denoised_200times,prompt_constrained_64_denoised_250times,prompt_constrained_64_denoised_300times,prompt_constrained_64_denoised_350times,prompt_unconstrained_denoised_000times,prompt_unconstrained_denoised_050times,prompt_unconstrained_denoised_100times,prompt_unconstrained_denoised_150times,prompt_unconstrained_denoised_200times,prompt_unconstrained_denoised_250times,prompt_unconstrained_denoised_300times,prompt_unconstrained_denoised_350times,is_malicious
8.489990234375000000e-02,8.795166015625000000e-02,8.605957031250000000e-02,8.105468750000000000e-02,8.056640625000000000e-02,8.276367187500000000e-02,7.946777343750000000e-02,8.190917968750000000e-02,8.911132812500000000e-02,8.868408203125000000e-02,8.807373046875000000e-02,8.605957031250000000e-02,8.123779296875000000e-02,8.282470703125000000e-02,8.367919921875000000e-02,8.441162109375000000e-02,8.746337890625000000e-02,8.703613281250000000e-02,8.691406250000000000e-02,8.795166015625000000e-02,8.947753906250000000e-02,8.721923828125000000e-02,8.618164062500000000e-02,8.435058593750000000e-02,8.123779296875000000e-02,8.209228515625000000e-02,8.276367187500000000e-02,8.258056640625000000e-02,8.471679687500000000e-02,8.160400390625000000e-02,7.910156250000000000e-02,8.172607421875000000e-02,1.000000000000000000e+00
7.977294921875000000e-02,7.873535156250000000e-02,8.020019531250000000e-02,7.647705078125000000e-02,7.678222656250000000e-02,7.891845703125000000e-02,7.879638671875000000e-02,7.971191406250000000e-02,8.520507812500000000e-02,8.251953125000000000e-02,7.940673828125000000e-02,8.013916015625000000e-02,7.641601562500000000e-02,7.958984375000000000e-02,7.824707031250000000e-02,8.135986328125000000e-02,8.331298828125000000e-02,8.392333984375000000e-02,8.276367187500000000e-02,8.135986328125000000e-02,8.221435546875000000e-02,8.001708984375000000e-02,8.020019531250000000e-02,7.910156250000000000e-02,7.806396484375000000e-02,7.873535156250000000e-02,7.867431640625000000e-02,7.794189453125000000e-02,7.958984375000000000e-02,7.800292968750000000e-02,7.714843750000000000e-02,7.623291015625000000e-02,1.000000000000000000e+00
7.666015625000000000e-02,7.958984375000000000e-02,7.830810546875000000e-02,7.122802734375000000e-02,7.116699218750000000e-02,7.373046875000000000e-02,7.061767578125000000e-02,7.360839843750000000e-02,8.166503906250000000e-02,8.148193359375000000e-02,7.910156250000000000e-02,7.763671875000000000e-02,7.159423828125000000e-02,7.427978515625000000e-02,7.287597656250000000e-02,7.580566406250000000e-02,8.111572265625000000e-02,8.154296875000000000e-02,8.081054687500000000e-02,8.135986328125000000e-02,8.276367187500000000e-02,8.020019531250000000e-02,7.849121093750000000e-02,7.574462890625000000e-02,7.641601562500000000e-02,7.788085937500000000e-02,7.769775390625000000e-02,7.684326171875000000e-02,8.062744140625000000e-02,7.653808593750000000e-02,7.434082031250000000e-02,7.763671875000000000e-02,1.000000000000000000e+00
7.537841796875000000e-02,7.806396484375000000e-02,7.495117187500000000e-02,7.128906250000000000e-02,7.055664062500000000e-02,7.330322265625000000e-02,7.067871093750000000e-02,7.287597656250000000e-02,7.995605468750000000e-02,7.891845703125000000e-02,7.867431640625000000e-02,7.629394531250000000e-02,7.135009765625000000e-02,7.226562500000000000e-02,7.238769531250000000e-02,7.342529296875000000e-02,8.013916015625000000e-02,7.958984375000000000e-02,7.934570312500000000e-02,7.788085937500000000e-02,8.209228515625000000e-02,7.989501953125000000e-02,7.598876953125000000e-02,7.409667968750000000e-02,7.836914062500000000e-02,7.910156250000000000e-02,7.958984375000000000e-02,7.873535156250000000e-02,8.325195312500000000e-02,7.897949218750000000e-02,7.653808593750000000e-02,7.922363281250000000e-02,1.000000000000000000e+00
5.459594726562500000e-02,5.383300781250000000e-02,5.087280273437500000e-02,4.574584960937500000e-02,4.541015625000000000e-02,4.974365234375000000e-02,4.617309570312500000e-02,4.940795898437500000e-02,5.978393554687500000e-02,5.886840820312500000e-02,5.349731445312500000e-02,5.200195312500000000e-02,4.620361328125000000e-02,4.812622070312500000e-02,4.718017578125000000e-02,4.995727539062500000e-02,5.966186523437500000e-02,5.892944335937500000e-02,5.862426757812500000e-02,5.780029296875000000e-02,5.905151367187500000e-02,5.664062500000000000e-02,5.307006835937500000e-02,4.916381835937500000e-02,5.584716796875000000e-02,5.667114257812500000e-02,5.700683593750000000e-02,5.694580078125000000e-02,6.149291992187500000e-02,5.688476562500000000e-02,5.398559570312500000e-02,5.667114257812500000e-02,1.000000000000000000e+00
6.137084960937500000e-02,6.384277343750000000e-02,5.905151367187500000e-02,5.368041992187500000e-02,5.322265625000000000e-02,5.764770507812500000e-02,5.142211914062500000e-02,5.551147460937500000e-02,6.842041015625000000e-02,6.945800781250000000e-02,6.292724609375000000e-02,6.024169921875000000e-02,5.358886718750000000e-02,5.587768554687500000e-02,5.642700195312500000e-02,5.831909179687500000e-02,6.750488281250000000e-02,6.628417968750000000e-02,6.579589843750000000e-02,6.591796875000000000e-02,6.958007812500000000e-02,6.683349609375000000e-02,6.054687500000000000e-02,5.792236328125000000e-02,6.402587890625000000e-02,6.604003906250000000e-02,6.628417968750000000e-02,6.610107421875000000e-02,7.391357421875000000e-02,6.695556640625000000e-02,6.161499023437500000e-02,6.683349609375000000e-02,1.000000000000000000e+00
5.807495117187500000e-02,6.140136718750000000e-02,5.947875976562500000e-02,5.383300781250000000e-02,5.523681640625000000e-02,5.694580078125000000e-02,5.422973632812500000e-02,5.627441406250000000e-02,6.207275390625000000e-02,6.231689453125000000e-02,6.057739257812500000e-02,5.844116210937500000e-02,5.450439453125000000e-02,5.615234375000000000e-02,5.676269531250000000e-02,5.810546875000000000e-02,6.262207031250000000e-02,6.219482421875000000e-02,6.137084960937500000e-02,6.222534179687500000e-02,6.317138671875000000e-02,6.097412109375000000e-02,5.957031250000000000e-02,5.706787109375000000e-02,6.027221679687500000e-02,6.112670898437500000e-02,6.185913085937500000e-02,6.100463867187500000e-02,6.433105468750000000e-02,6.082153320312500000e-02,5.838012695312500000e-02,6.085205078125000000e-02,1.000000000000000000e+00
8.557128906250000000e-02,8.837890625000000000e-02,8.624267578125000000e-02,8.508300781250000000e-02,8.483886718750000000e-02,8.489990234375000000e-02,8.386230468750000000e-02,8.435058593750000000e-02,8.630371093750000000e-02,8.679199218750000000e-02,8.801269531250000000e-02,8.685302734375000000e-02,8.496093750000000000e-02,8.514404296875000000e-02,8.593750000000000000e-02,8.679199218750000000e-02,8.880615234375000000e-02,8.746337890625000000e-02,8.709716796875000000e-02,8.740234375000000000e-02,8.886718750000000000e-02,8.666992187500000000e-02,8.563232421875000000e-02,8.679199218750000000e-02,8.483886718750000000e-02,8.508300781250000000e-02,8.587646484375000000e-02,8.496093750000000000e-02,8.673095703125000000e-02,8.410644531250000000e-02,8.306884765625000000e-02,8.270263671875000000e-02,1.000000000000000000e+00
6.439208984375000000e-02,6.927490234375000000e-02,6.494140625000000000e-02,6.127929687500000000e-02,6.100463867187500000e-02,6.329345703125000000e-02,5.990600585937500000e-02,6.192016601562500000e-02,6.909179687500000000e-02,6.817626953125000000e-02,6.805419921875000000e-02,6.719970703125000000e-02,6.372070312500000000e-02,6.323242187500000000e-02,6.585693359375000000e-02,6.372070312500000000e-02,6.921386718750000000e-02,6.860351562500000000e-02,6.799316406250000000e-02,6.976318359375000000e-02,7.373046875000000000e-02,7.043457031250000000e-02,6.829833984375000000e-02,6.536865234375000000e-02,5.712890625000000000e-02,5.850219726562500000e-02,5.834960937500000000e-02,5.853271484375000000e-02,6.433105468750000000e-02,5.972290039062500000e-02,5.831909179687500000e-02,5.920410156250000000e-02,1.000000000000000000e+00
8.349609375000000000e-02,8.013916015625000000e-02,8.081054687500000000e-02,8.050537109375000000e-02,8.190917968750000000e-02,8.300781250000000000e-02,8.349609375000000000e-02,8.319091796875000000e-02,8.148193359375000000e-02,8.209228515625000000e-02,8.117675781250000000e-02,8.154296875000000000e-02,8.123779296875000000e-02,8.013916015625000000e-02,8.178710937500000000e-02,8.361816406250000000e-02,8.306884765625000000e-02,8.404541015625000000e-02,8.209228515625000000e-02,8.142089843750000000e-02,8.209228515625000000e-02,8.258056640625000000e-02,8.349609375000000000e-02,8.221435546875000000e-02,8.013916015625000000e-02,8.032226562500000000e-02,8.093261718750000000e-02,7.958984375000000000e-02,7.989501953125000000e-02,8.056640625000000000e-02,8.038330078125000000e-02,7.775878906250000000e-02,0.000000000000000000e+00
7.446289062500000000e-02,7.537841796875000000e-02,7.397460937500000000e-02,7.141113281250000000e-02,7.336425781250000000e-02,7.550048828125000000e-02,7.281494140625000000e-02,7.531738281250000000e-02,7.897949218750000000e-02,7.763671875000000000e-02,7.757568359375000000e-02,7.568359375000000000e-02,7.220458984375000000e-02,7.232666015625000000e-02,7.427978515625000000e-02,7.641601562500000000e-02,7.739257812500000000e-02,7.843017578125000000e-02,7.629394531250000000e-02,7.659912109375000000e-02,8.044433593750000000e-02,7.849121093750000000e-02,7.653808593750000000e-02,7.415771484375000000e-02,6.817626953125000000e-02,6.951904296875000000e-02,7.025146484375000000e-02,6.909179687500000000e-02,7.312011718750000000e-02,6.909179687500000000e-02,6.793212890625000000e-02,6.909179687500000000e-02,0.000000000000000000e+00
9.027099609375000000e-02,8.923339843750000000e-02,9.124755859375000000e-02,8.831787109375000000e-02,8.740234375000000000e-02,9.100341796875000000e-02,8.776855468750000000e-02,8.929443359375000000e-02,9.075927734375000000e-02,9.130859375000000000e-02,9.112548828125000000e-02,9.063720703125000000e-02,8.886718750000000000e-02,8.868408203125000000e-02,8.740234375000000000e-02,8.947753906250000000e-02,9.149169921875000000e-02,9.265136718750000000e-02,9.002685546875000000e-02,9.075927734375000000e-02,9.271240234375000000e-02,9.277343750000000000e-02,9.228515625000000000e-02,9.039306640625000000e-02,8.374023437500000000e-02,8.496093750000000000e-02,8.581542968750000000e-02,8.435058593750000000e-02,8.605957031250000000e-02,8.435058593750000000e-02,8.374023437500000000e-02,8.483886718750000000e-02,0.000000000000000000e+00
9.082031250000000000e-02,9.057617187500000000e-02,9.143066406250000000e-02,8.691406250000000000e-02,8.709716796875000000e-02,9.008789062500000000e-02,8.691406250000000000e-02,9.002685546875000000e-02,9.527587890625000000e-02,9.368896484375000000e-02,9.191894531250000000e-02,9.082031250000000000e-02,8.770751953125000000e-02,8.862304687500000000e-02,8.898925781250000000e-02,9.210205078125000000e-02,9.356689453125000000e-02,9.387207031250000000e-02,9.106445312500000000e-02,9.301757812500000000e-02,9.558105468750000000e-02,9.362792968750000000e-02,9.216308593750000000e-02,8.874511718750000000e-02,8.380126953125000000e-02,8.526611328125000000e-02,8.587646484375000000e-02,8.471679687500000000e-02,8.813476562500000000e-02,8.551025390625000000e-02,8.294677734375000000e-02,8.648681640625000000e-02,0.000000000000000000e+00
8.410644531250000000e-02,8.813476562500000000e-02,8.880615234375000000e-02,8.514404296875000000e-02,8.703613281250000000e-02,8.905029296875000000e-02,8.514404296875000000e-02,8.856201171875000000e-02,9.039306640625000000e-02,8.856201171875000000e-02,9.088134765625000000e-02,8.935546875000000000e-02,8.551025390625000000e-02,8.703613281250000000e-02,8.801269531250000000e-02,8.770751953125000000e-02,8.898925781250000000e-02,8.972167968750000000e-02,8.740234375000000000e-02,8.795166015625000000e-02,9.259033203125000000e-02,9.014892578125000000e-02,9.088134765625000000e-02,8.819580078125000000e-02,8.416748046875000000e-02,8.489990234375000000e-02,8.496093750000000000e-02,8.477783203125000000e-02,8.612060546875000000e-02,8.422851562500000000e-02,8.319091796875000000e-02,8.502197265625000000e-02,0.000000000000000000e+00
9.014892578125000000e-02,8.959960937500000000e-02,8.874511718750000000e-02,8.526611328125000000e-02,8.648681640625000000e-02,8.880615234375000000e-02,8.703613281250000000e-02,8.856201171875000000e-02,9.332275390625000000e-02,9.289550781250000000e-02,9.185791015625000000e-02,8.978271484375000000e-02,8.642578125000000000e-02,8.709716796875000000e-02,8.728027343750000000e-02,9.002685546875000000e-02,9.484863281250000000e-02,9.460449218750000000e-02,9.375000000000000000e-02,9.252929687500000000e-02,9.570312500000000000e-02,9.295654296875000000e-02,9.191894531250000000e-02,8.795166015625000000e-02,8.941650390625000000e-02,9.027099609375000000e-02,9.057617187500000000e-02,8.911132812500000000e-02,9.259033203125000000e-02,9.002685546875000000e-02,8.837890625000000000e-02,8.984375000000000000e-02,0.000000000000000000e+00
7.568359375000000000e-02,7.720947265625000000e-02,7.720947265625000000e-02,7.482910156250000000e-02,7.586669921875000000e-02,7.647705078125000000e-02,7.586669921875000000e-02,7.653808593750000000e-02,7.714843750000000000e-02,7.806396484375000000e-02,7.879638671875000000e-02,7.812500000000000000e-02,7.714843750000000000e-02,7.659912109375000000e-02,7.690429687500000000e-02,7.788085937500000000e-02,7.739257812500000000e-02,7.788085937500000000e-02,7.739257812500000000e-02,7.647705078125000000e-02,8.050537109375000000e-02,7.855224609375000000e-02,7.855224609375000000e-02,7.611083984375000000e-02,6.994628906250000000e-02,7.025146484375000000e-02,7.067871093750000000e-02,6.982421875000000000e-02,6.964111328125000000e-02,6.939697265625000000e-02,6.860351562500000000e-02,6.738281250000000000e-02,0.000000000000000000e+00
5.892944335937500000e-02,5.999755859375000000e-02,5.633544921875000000e-02,5.529785156250000000e-02,5.541992187500000000e-02,5.758666992187500000e-02,5.633544921875000000e-02,5.722045898437500000e-02,6.161499023437500000e-02,6.161499023437500000e-02,6.042480468750000000e-02,6.033325195312500000e-02,5.737304687500000000e-02,5.609130859375000000e-02,5.636596679687500000e-02,5.960083007812500000e-02,6.097412109375000000e-02,6.130981445312500000e-02,6.219482421875000000e-02,6.256103515625000000e-02,6.567382812500000000e-02,6.359863281250000000e-02,6.027221679687500000e-02,5.889892578125000000e-02,5.648803710937500000e-02,5.773925781250000000e-02,5.834960937500000000e-02,5.819702148437500000e-02,6.243896484375000000e-02,5.807495117187500000e-02,5.599975585937500000e-02,5.740356445312500000e-02,0.000000000000000000e+00
6.137084960937500000e-02,6.384277343750000000e-02,6.304931640625000000e-02,6.042480468750000000e-02,6.039428710937500000e-02,6.112670898437500000e-02,5.862426757812500000e-02,6.072998046875000000e-02,6.494140625000000000e-02,6.402587890625000000e-02,6.469726562500000000e-02,6.335449218750000000e-02,6.146240234375000000e-02,6.115722656250000000e-02,6.164550781250000000e-02,6.124877929687500000e-02,6.210327148437500000e-02,6.256103515625000000e-02,6.192016601562500000e-02,6.164550781250000000e-02,6.524658203125000000e-02,6.390380859375000000e-02,6.298828125000000000e-02,6.164550781250000000e-02,5.560302734375000000e-02,5.627441406250000000e-02,5.682373046875000000e-02,5.578613281250000000e-02,5.783081054687500000e-02,5.630493164062500000e-02,5.444335937500000000e-02,5.511474609375000000e-02,0.000000000000000000e+00
8.929443359375000000e-02,9.368896484375000000e-02,9.161376953125000000e-02,8.862304687500000000e-02,8.966064453125000000e-02,9.197998046875000000e-02,8.831787109375000000e-02,9.100341796875000000e-02,9.393310546875000000e-02,9.338378906250000000e-02,9.570312500000000000e-02,9.320068359375000000e-02,8.837890625000000000e-02,8.862304687500000000e-02,9.106445312500000000e-02,9.082031250000000000e-02,9.515380859375000000e-02,9.490966796875000000e-02,9.350585937500000000e-02,9.509277343750000000e-02,9.698486328125000000e-02,9.631347656250000000e-02,9.411621093750000000e-02,9.173583984375000000e-02,9.051513671875000000e-02,9.143066406250000000e-02,9.161376953125000000e-02,9.136962890625000000e-02,9.466552734375000000e-02,9.167480468750000000e-02,9.027099609375000000e-02,9.356689453125000000e-02,0.000000000000000000e+00
9.753417968750000000e-02,9.869384765625000000e-02,9.808349609375000000e-02,9.545898437500000000e-02,9.545898437500000000e-02,9.759521484375000000e-02,9.582519531250000000e-02,9.869384765625000000e-02,1.026611328125000000e-01,1.005859375000000000e-01,1.013793945312500000e-01,9.979248046875000000e-02,9.674072265625000000e-02,9.680175781250000000e-02,9.747314453125000000e-02,9.844970703125000000e-02,1.031494140625000000e-01,1.032714843750000000e-01,1.013183593750000000e-01,1.010742187500000000e-01,1.033325195312500000e-01,1.024780273437500000e-01,1.005859375000000000e-01,9.802246093750000000e-02,9.375000000000000000e-02,9.423828125000000000e-02,9.454345703125000000e-02,9.375000000000000000e-02,9.552001953125000000e-02,9.326171875000000000e-02,9.320068359375000000e-02,9.307861328125000000e-02,0.000000000000000000e+00
7.818603515625000000e-02,7.879638671875000000e-02,7.635498046875000000e-02,7.458496093750000000e-02,7.458496093750000000e-02,7.592773437500000000e-02,7.489013671875000000e-02,7.562255859375000000e-02,8.081054687500000000e-02,8.001708984375000000e-02,7.867431640625000000e-02,7.965087890625000000e-02,7.727050781250000000e-02,7.482910156250000000e-02,7.739257812500000000e-02,7.714843750000000000e-02,8.032226562500000000e-02,7.965087890625000000e-02,7.977294921875000000e-02,7.977294921875000000e-02,8.215332031250000000e-02,7.904052734375000000e-02,7.873535156250000000e-02,7.800292968750000000e-02,6.964111328125000000e-02,7.037353515625000000e-02,7.086181640625000000e-02,7.073974609375000000e-02,7.287597656250000000e-02,7.043457031250000000e-02,7.025146484375000000e-02,6.878662109375000000e-02,0.000000000000000000e+00
1.185302734375000000e-01,1.177978515625000000e-01,1.171875000000000000e-01,1.140136718750000000e-01,1.152343750000000000e-01,1.174926757812500000e-01,1.159057617187500000e-01,1.167602539062500000e-01,1.198730468750000000e-01,1.210937500000000000e-01,1.193847656250000000e-01,1.176757812500000000e-01,1.148071289062500000e-01,1.146240234375000000e-01,1.164550781250000000e-01,1.183471679687500000e-01,1.204223632812500000e-01,1.213378906250000000e-01,1.198120117187500000e-01,1.196289062500000000e-01,1.207275390625000000e-01,1.201171875000000000e-01,1.188354492187500000e-01,1.170043945312500000e-01,1.134033203125000000e-01,1.143188476562500000e-01,1.146240234375000000e-01,1.132202148437500000e-01,1.153564453125000000e-01,1.134643554687500000e-01,1.130981445312500000e-01,1.121826171875000000e-01,0.000000000000000000e+00
7.769775390625000000e-02,7.769775390625000000e-02,7.861328125000000000e-02,7.696533203125000000e-02,7.775878906250000000e-02,7.922363281250000000e-02,7.885742187500000000e-02,7.910156250000000000e-02,7.916259765625000000e-02,7.873535156250000000e-02,8.062744140625000000e-02,8.001708984375000000e-02,7.830810546875000000e-02,7.891845703125000000e-02,7.843017578125000000e-02,8.129882812500000000e-02,7.971191406250000000e-02,8.062744140625000000e-02,7.879638671875000000e-02,8.038330078125000000e-02,8.227539062500000000e-02,8.081054687500000000e-02,8.154296875000000000e-02,7.916259765625000000e-02,7.122802734375000000e-02,7.135009765625000000e-02,7.208251953125000000e-02,7.055664062500000000e-02,7.189941406250000000e-02,7.025146484375000000e-02,7.128906250000000000e-02,6.817626953125000000e-02,0.000000000000000000e+00
9.484863281250000000e-02,9.423828125000000000e-02,9.576416015625000000e-02,9.484863281250000000e-02,9.576416015625000000e-02,9.619140625000000000e-02,9.545898437500000000e-02,9.527587890625000000e-02,9.295654296875000000e-02,9.368896484375000000e-02,9.442138671875000000e-02,9.661865234375000000e-02,9.606933593750000000e-02,9.503173828125000000e-02,9.545898437500000000e-02,9.667968750000000000e-02,9.698486328125000000e-02,9.753417968750000000e-02,9.545898437500000000e-02,9.661865234375000000e-02,9.643554687500000000e-02,9.741210937500000000e-02,9.753417968750000000e-02,9.643554687500000000e-02,9.197998046875000000e-02,9.228515625000000000e-02,9.234619140625000000e-02,9.112548828125000000e-02,9.277343750000000000e-02,9.320068359375000000e-02,9.375000000000000000e-02,9.118652343750000000e-02,0.000000000000000000e+00
6.671142578125000000e-02,6.793212890625000000e-02,6.744384765625000000e-02,6.475830078125000000e-02,6.481933593750000000e-02,6.683349609375000000e-02,6.463623046875000000e-02,6.622314453125000000e-02,6.951904296875000000e-02,6.939697265625000000e-02,7.006835937500000000e-02,6.781005859375000000e-02,6.634521484375000000e-02,6.591796875000000000e-02,6.628417968750000000e-02,6.726074218750000000e-02,6.878662109375000000e-02,6.951904296875000000e-02,6.854248046875000000e-02,6.982421875000000000e-02,7.092285156250000000e-02,6.982421875000000000e-02,6.872558593750000000e-02,6.707763671875000000e-02,6.427001953125000000e-02,6.573486328125000000e-02,6.591796875000000000e-02,6.524658203125000000e-02,6.719970703125000000e-02,6.518554687500000000e-02,6.353759765625000000e-02,6.457519531250000000e-02,0.000000000000000000e+00
8.294677734375000000e-02,8.666992187500000000e-02,8.471679687500000000e-02,7.928466796875000000e-02,8.081054687500000000e-02,8.264160156250000000e-02,7.928466796875000000e-02,8.190917968750000000e-02,8.874511718750000000e-02,8.831787109375000000e-02,8.666992187500000000e-02,8.514404296875000000e-02,8.172607421875000000e-02,8.044433593750000000e-02,8.245849609375000000e-02,8.331298828125000000e-02,8.789062500000000000e-02,8.776855468750000000e-02,8.764648437500000000e-02,8.789062500000000000e-02,9.027099609375000000e-02,8.984375000000000000e-02,8.587646484375000000e-02,8.227539062500000000e-02,7.940673828125000000e-02,8.026123046875000000e-02,8.074951171875000000e-02,8.038330078125000000e-02,8.410644531250000000e-02,8.038330078125000000e-02,7.879638671875000000e-02,7.952880859375000000e-02,0.000000000000000000e+00
9.088134765625000000e-02,9.252929687500000000e-02,9.222412109375000000e-02,8.874511718750000000e-02,9.002685546875000000e-02,9.057617187500000000e-02,8.941650390625000000e-02,9.075927734375000000e-02,9.216308593750000000e-02,9.228515625000000000e-02,9.173583984375000000e-02,9.112548828125000000e-02,9.106445312500000000e-02,9.075927734375000000e-02,9.082031250000000000e-02,9.167480468750000000e-02,9.179687500000000000e-02,9.259033203125000000e-02,9.020996093750000000e-02,9.167480468750000000e-02,9.503173828125000000e-02,9.405517578125000000e-02,9.338378906250000000e-02,9.155273437500000000e-02,7.818603515625000000e-02,7.946777343750000000e-02,7.965087890625000000e-02,7.867431640625000000e-02,8.270263671875000000e-02,7.995605468750000000e-02,7.928466796875000000e-02,7.818603515625000000e-02,0.000000000000000000e+00
7.061767578125000000e-02,7.458496093750000000e-02,7.336425781250000000e-02,7.031250000000000000e-02,7.110595703125000000e-02,7.263183593750000000e-02,6.970214843750000000e-02,7.202148437500000000e-02,7.318115234375000000e-02,7.397460937500000000e-02,7.592773437500000000e-02,7.464599609375000000e-02,7.012939453125000000e-02,7.049560546875000000e-02,7.250976562500000000e-02,7.269287109375000000e-02,7.354736328125000000e-02,7.336425781250000000e-02,7.421875000000000000e-02,7.446289062500000000e-02,7.623291015625000000e-02,7.403564453125000000e-02,7.336425781250000000e-02,7.257080078125000000e-02,7.403564453125000000e-02,7.501220703125000000e-02,7.470703125000000000e-02,7.476806640625000000e-02,7.653808593750000000e-02,7.391357421875000000e-02,7.220458984375000000e-02,7.373046875000000000e-02,0.000000000000000000e+00
6.494140625000000000e-02,6.610107421875000000e-02,6.445312500000000000e-02,6.298828125000000000e-02,6.365966796875000000e-02,6.573486328125000000e-02,6.408691406250000000e-02,6.420898437500000000e-02,6.671142578125000000e-02,6.640625000000000000e-02,6.713867187500000000e-02,6.579589843750000000e-02,6.536865234375000000e-02,6.292724609375000000e-02,6.463623046875000000e-02,6.420898437500000000e-02,6.604003906250000000e-02,6.689453125000000000e-02,6.628417968750000000e-02,6.585693359375000000e-02,6.762695312500000000e-02,6.719970703125000000e-02,6.463623046875000000e-02,6.542968750000000000e-02,5.874633789062500000e-02,5.938720703125000000e-02,5.911254882812500000e-02,5.886840820312500000e-02,6.198120117187500000e-02,6.011962890625000000e-02,5.993652343750000000e-02,6.082153320312500000e-02,0.000000000000000000e+00
7.104492187500000000e-02,7.092285156250000000e-02,7.098388671875000000e-02,7.104492187500000000e-02,7.086181640625000000e-02,7.293701171875000000e-02,7.061767578125000000e-02,7.342529296875000000e-02,7.617187500000000000e-02,7.513427734375000000e-02,7.440185546875000000e-02,7.208251953125000000e-02,6.958007812500000000e-02,7.177734375000000000e-02,7.141113281250000000e-02,7.226562500000000000e-02,7.501220703125000000e-02,7.458496093750000000e-02,7.373046875000000000e-02,7.366943359375000000e-02,7.556152343750000000e-02,7.318115234375000000e-02,7.220458984375000000e-02,7.183837890625000000e-02,7.189941406250000000e-02,7.220458984375000000e-02,7.287597656250000000e-02,7.263183593750000000e-02,7.342529296875000000e-02,7.171630859375000000e-02,7.116699218750000000e-02,7.049560546875000000e-02,0.000000000000000000e+00
9.368896484375000000e-02,9.619140625000000000e-02,9.478759765625000000e-02,8.984375000000000000e-02,9.027099609375000000e-02,9.344482421875000000e-02,8.905029296875000000e-02,9.228515625000000000e-02,1.008300781250000000e-01,9.942626953125000000e-02,9.765625000000000000e-02,9.515380859375000000e-02,8.984375000000000000e-02,9.161376953125000000e-02,9.167480468750000000e-02,9.466552734375000000e-02,9.948730468750000000e-02,9.863281250000000000e-02,9.863281250000000000e-02,9.857177734375000000e-02,1.007690429687500000e-01,9.887695312500000000e-02,9.564208984375000000e-02,9.387207031250000000e-02,9.594726562500000000e-02,9.698486328125000000e-02,9.710693359375000000e-02,9.661865234375000000e-02,1.011352539062500000e-01,9.716796875000000000e-02,9.417724609375000000e-02,9.759521484375000000e-02,0.000000000000000000e+00
7.995605468750000000e-02,7.818603515625000000e-02,7.489013671875000000e-02,7.330322265625000000e-02,7.354736328125000000e-02,7.513427734375000000e-02,7.458496093750000000e-02,7.427978515625000000e-02,8.184814453125000000e-02,8.117675781250000000e-02,7.995605468750000000e-02,7.775878906250000000e-02,7.464599609375000000e-02,7.360839843750000000e-02,7.543945312500000000e-02,7.653808593750000000e-02,8.282470703125000000e-02,8.135986328125000000e-02,8.129882812500000000e-02,8.099365234375000000e-02,8.294677734375000000e-02,8.038330078125000000e-02,7.897949218750000000e-02,7.763671875000000000e-02,7.110595703125000000e-02,7.220458984375000000e-02,7.287597656250000000e-02,7.238769531250000000e-02,7.666015625000000000e-02,7.360839843750000000e-02,7.165527343750000000e-02,7.281494140625000000e-02,0.000000000000000000e+00
5.953979492187500000e-02,5.862426757812500000e-02,5.776977539062500000e-02,5.487060546875000000e-02,5.569458007812500000e-02,5.752563476562500000e-02,5.596923828125000000e-02,5.755615234375000000e-02,6.542968750000000000e-02,6.292724609375000000e-02,6.167602539062500000e-02,5.950927734375000000e-02,5.627441406250000000e-02,5.718994140625000000e-02,5.654907226562500000e-02,5.935668945312500000e-02,6.390380859375000000e-02,6.365966796875000000e-02,6.240844726562500000e-02,6.323242187500000000e-02,6.500244140625000000e-02,6.256103515625000000e-02,6.082153320312500000e-02,5.819702148437500000e-02,6.088256835937500000e-02,6.256103515625000000e-02,6.198120117187500000e-02,6.173706054687500000e-02,6.597900390625000000e-02,6.286621093750000000e-02,6.109619140625000000e-02,6.433105468750000000e-02,0.000000000000000000e+00
